Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,Investment_Type,Amount_USD,Remarks,Year,amount_category,investor_count
2015-10-01,Muvizz,Technology,Unknown,Unknown,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0,No Remark,2015,Low,3
2015-10-01,EasyFix,Marketplace,Unknown,Gurgaon,Axilor Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-01,Wydr,Marketplace,Unknown,New Delhi,Sandeep Aggarwal,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-01,Indifi,Technology,Unknown,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,1529113.0,No Remark,2015,Medium,8
2015-11-30,Bro4U,Services,Unknown,Bangalore,Sargod Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-30,Butterfly Interactive,Technology,Unknown,New Delhi,Undisclosed investors,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-30,QikPod,Technology,Unknown,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000.0,Series A,2015,Medium,4
2015-11-30,MoMagic,Technology,Unknown,New Delhi,FIH Mobile Ltd,Private Equity,25795550.0,Strategic Investment,2015,High,1
2015-11-30,Superhero Brands,Technology,Unknown,Mumbai,DSG Consumer Partners,Seed Funding,540000.0,No Remark,2015,Low,1
2015-11-30,Baxi,Technology,Unknown,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000.0,No Remark,2015,Medium,4
2015-11-28,M-TAXI,Technology,Unknown,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-11-27,Talentrack,Technology,Unknown,New Delhi,Unigrowth Inc,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-08,ZuperMeal,FoodTech,Unknown,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000.0,Series A,2015,Medium,2
2015-10-07,StalkBuyLove,Fashion,Unknown,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,25795550.0,Series A,2015,High,2
2015-10-07,Scandid,Technology,Unknown,Pune,Micromax Informatics,Private Equity,25795550.0,Strategic Funding,2015,High,1
2015-10-07,GoJavas,Logistics,Unknown,Gurgaon,Snapdeal,Private Equity,20000000.0,Strategic Funding (Series C),2015,High,1
2015-10-07,Naturally Yours,Technology,Unknown,Mumbai,Sanjay Mehta,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-07,SchoolGuru,Technology,Unknown,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0,Series A,2015,Medium,1
2015-10-06,Welcome Cure,Technology,Unknown,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0,Pre-Series A,2015,Medium,1
2015-10-06,Burger Singh,Technology,Unknown,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,Bridge Round,2015,Low,4
2015-10-06,SportyBeans,Technology,Unknown,Pune,YouWeCan Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-06,SportzVillage,Technology,Unknown,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0,Series B,2015,Medium,1
2015-10-06,WorkIndia,Technology,Unknown,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,Pre-Series A,2015,Low,3
2015-10-06,DocPlexus,Technology,Unknown,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,No Remark,2015,Low,2
2015-10-05,Rock N Shop,Technology,Unknown,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,No Remark,2015,Low,1
2015-10-05,IndiaLends,Technology,Unknown,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,Pre-Series A Bridge round,2015,Medium,2
2015-10-05,Voylla,Fashion,Unknown,Jaipur,Peepul Capital,Private Equity,15000000.0,Series B,2015,High,1
2015-10-05,Nykaa,Technology,Unknown,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0,Series B,2015,Medium,4
2015-10-12,Tripoto,Technology,Unknown,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,25795550.0,Series A,2015,High,4
2015-10-12,Gridle,Technology,Unknown,Ahmedabad,LetsVenture,Seed Funding,100000.0,No Remark,2015,Low,1
2015-10-12,Bizongo,Technology,Unknown,Mumbai,Accel Partners,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-12,Faircent,Technology,Unknown,Gurgaon,Aarin Capital Partners,Private Equity,25795550.0,Series A,2015,High,1
2015-10-12,Zify,Technology,Unknown,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000.0,No Remark,2015,Low,1
2015-10-09,Zeppery,Technology,Unknown,New Delhi,Suyash Sharma,Seed Funding,77000.0,No Remark,2015,Low,1
2015-10-09,Kulzy,Technology,Unknown,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,No Remark,2015,Medium,2
2015-10-09,WoNoBo,Technology,Unknown,Bangalore,Quikr,Private Equity,25795550.0,Strategic Funding,2015,High,1
2015-10-09,Inayo,Technology,Unknown,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,No Remark,2015,Low,3
2015-10-09,Cloud Lending,Technology,Unknown,Bangalore,SF Capital Group,Private Equity,8000000.0,Series A,2015,Medium,1
2015-10-09,Curofy,Technology,Unknown,New Delhi,RoundGlass Partners,Private Equity,25795550.0,Pre-Series A,2015,High,1
2015-10-09,Stockroom.io,Technology,Unknown,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,No Remark,2015,Low,1
2015-10-08,Quifers,Logistics,Unknown,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,No Remark,2015,Low,4
2015-10-08,Grabhouse,Technology,Unknown,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,Series B,2015,Medium,1
2015-10-08,Mobikon,Technology,Unknown,Pune,"Life.SREDA, Qualgro",Private Equity,25795550.0,Series B,2015,High,2
2015-10-08,Cube26,Technology,Unknown,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0,Series A,2015,Medium,2
2015-10-20,PrimaSeller,Technology,Unknown,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-10-19,Holidify,Technology,Unknown,New Delhi,Aarti Group,Seed Funding,100000.0,No Remark,2015,Low,1
2015-10-19,Citrus Payment,Technology,Unknown,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0,Series C,2015,High,4
2015-10-19,LetsVenture,Technology,Unknown,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,25795550.0,Series A,2015,High,2
2015-10-17,S-Cube Futuretech,Technology,Unknown,Mumbai,Parampara Capital,Private Equity,1000000.0,Series A,2015,Medium,1
2015-10-16,BolRealty,Technology,Unknown,New Delhi,Manpreet Singh,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-16,mShipper,Technology,Unknown,New Delhi,Vijai Laxmi,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-16,Homers.in,Marketplace,Unknown,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,1529113.0,No Remark,2015,Medium,3
2015-10-15,Bounty App,Technology,Unknown,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-10-14,GymTrekker,Technology,Unknown,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,1529113.0,No Remark,2015,Medium,3
2015-10-14,Zappfresh,FoodTech,Unknown,Gurgaon,Undisclosed Investors,Seed Funding,77000.0,No Remark,2015,Low,1
2015-10-14,Gaana.com,Technology,Unknown,Mumbai,Micromax Informatics Ltd,Private Equity,25795550.0,Strategic Funding,2015,High,1
2015-10-14,AskMyGift,Technology,Unknown,Noida,Turning Ideas,Seed Funding,50000.0,No Remark,2015,Low,1
2015-10-13,Lookup,Technology,Unknown,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000.0,Series A,2015,Medium,5
2015-10-13,Voodoo,ECommerce,Unknown,New Delhi,SAIF Partners,Seed Funding,1000000.0,No Remark,2015,Medium,1
2015-10-12,Mubble,FinTech,Unknown,Bangalore,Accel Partners,Private Equity,25795550.0,Series A,2015,High,1
2015-10-26,Flexing It,Technology,Unknown,New Delhi,undisclosed private investors,Seed Funding,500000.0,No Remark,2015,Low,1
2015-10-26,AlmaMapper,EdTech,Unknown,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000.0,No Remark,2015,Low,1
2015-10-26,Parcelled,Logistics,Unknown,Bangalore,Delhivery,Private Equity,5000000.0,No Remark,2015,Medium,1
2015-10-23,Qik Stay,Technology,Unknown,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.0,No Remark,2015,Low,1
2015-10-23,Frsh,Technology,Unknown,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0,Bridge Round,2015,Medium,3
2015-10-23,Leaping Caravan,Technology,Unknown,Gurgaon,Group of Angel investors,Seed Funding,150000.0,No Remark,2015,Low,1
2015-10-23,Medd,Technology,Unknown,Mumbai,Group of Angel investors,Seed Funding,150000.0,Bridge Round,2015,Low,1
2015-10-21,Stockal,Technology,Unknown,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-10-21,Zenify.in,Technology,Unknown,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,No Remark,2015,Low,2
2015-10-21,MealHopper,FoodTech,Unknown,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,No Remark,2015,Low,3
2015-10-21,White Owl Brewery,Technology,Unknown,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000.0,Series A,2015,Medium,2
2015-10-21,AgentDesks,Technology,Unknown,Unknown,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0,No Remark,2015,Medium,3
2015-10-21,Jiyo Natural,Technology,Unknown,Bangalore,Indian Angel Network,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-20,iChef.in,FoodTech,Unknown,Mumbai,Springboard Ventures,Private Equity,25795550.0,No Remark,2015,High,1
2015-10-20,Attune Technologies,Healthcare,Unknown,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0,Series B,2015,Medium,2
2015-10-20,Opinio,Logistics,Unknown,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000.0,Series A,2015,Medium,2
2015-10-30,LiftO,Technology,Unknown,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,No Remark,2015,Low,2
2015-10-30,Instavans,Technology,Unknown,Bangalore,Suresh Vaswani,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-30,Niki.ai,Technology,Unknown,Bangalore,Unilazer Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-29,ZopHop,Technology,Unknown,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000.0,No Remark,2015,Low,2
2015-10-29,Moglix,Technology,Unknown,Noida,"Accel Partner, Jungle Ventures",Private Equity,25795550.0,pre-Series A,2015,High,2
2015-10-29,Tavaga,Technology,Unknown,Mumbai,Tracxn Syndicate,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-10-28,UrDoorStep,FoodTech,Unknown,Bangalore,Jupiter Capital,Private Equity,25795550.0,Series A,2015,High,1
2015-10-28,Smartivity.in,Technology,Unknown,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0,No Remark,2015,Low,1
2015-10-28,ORIGA Leasing,Technology,Unknown,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000.0,No Remark,2015,Medium,2
2015-10-27,Simpli5d,Technology,Unknown,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,25795550.0,Bridge Funding,2015,High,2
2015-10-27,Roadrunnr,Logistics,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0,Series B,2015,Medium,2
2015-10-27,Care24,Technology,Unknown,Mumbai,India Quotient,Seed Funding,350000.0,No Remark,2015,Low,1
2015-10-27,Happitoo,Technology,Unknown,Mumbai,Unnamed investor,Seed Funding,77000.0,No Remark,2015,Low,1
2015-10-27,Jombay,Technology,Unknown,Pune,Ventureworks India,Private Equity,25795550.0,No Remark,2015,High,1
2015-10-26,Razorpay,Technology,Unknown,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0,Series A,2015,Medium,2
2015-10-26,Netmeds.com,Healthcare,Unknown,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0,Series A,2015,High,2
2015-09-03,HiJinny,Technology,Unknown,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-09-03,Vistaar Finance,Technology,Unknown,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000.0,No Remark,2015,High,5
2015-09-03,MeraDoctor,Technology,Unknown,Mumbai,India Quotient & other investors,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-09-03,Jobspire,Technology,Unknown,Bangalore,Purvi Capital,Seed Funding,260000.0,No Remark,2015,Low,1
2015-09-02,Capillary Tech,Technology,Unknown,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,Series D,2015,High,3
2015-09-02,Zivame,Fashion,Unknown,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,Series C,2015,High,2
2015-09-02,HolaChef,FoodTech,Unknown,Mumbai,Ratan Tata,Private Equity,25795550.0,Part of Series A raised in June 2015,2015,High,1
2015-09-01,Luxuryhues,Technology,Unknown,Gurgaon,Reliance Capital,Private Equity,900000.0,Series A,2015,Low,1
2015-09-01,Stylecracker,Fashion,Unknown,Mumbai,Group of HNI investors,Private Equity,1000000.0,Series A,2015,Medium,1
2015-09-01,FXMartIndia,Technology,Unknown,Chandigarh,Flipkart,Private Equity,25795550.0,Strategic Investment (Majority Stake),2015,High,1
2015-09-01,TOFlo,Technology,Unknown,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,No Remark,2015,Low,1
2015-10-31,Jugnoo,Technology,Unknown,Chandigarh,Paytm,Private Equity,10000000.0,Series B,2015,Medium,1
2015-10-30,BeaconsTalk,Technology,Unknown,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0,No Remark,2015,Low,1
2015-10-30,Kleeto,Technology,Unknown,Gurgaon,GREX,Seed Funding,230000.0,pre-Series A,2015,Low,1
2015-10-30,Toppr.com,EdTech,Unknown,Mumbai,InnoVen Capital,Private Equity,2000000.0,Series C,2015,Medium,1
2015-10-30,TinyOwl,FoodTech,Unknown,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0,Series B,2015,Medium,2
2015-09-11,Zapyle,Technology,Unknown,Bangalore,Unknown,Seed Funding,1000000.0,No Remark,2015,Medium,1
2015-09-11,Envoged,Technology,Unknown,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,1529113.0,No Remark,2015,Medium,3
2015-09-11,FitMeIn,Technology,Unknown,New Delhi,Green House Ventures,Seed Funding,100000.0,No Remark,2015,Low,1
2015-09-10,The/Nudge Foundation,Technology,Unknown,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0,No Remark,2015,Low,3
2015-09-10,IndustryBuying,Technology,Unknown,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0,Series B,2015,Medium,3
2015-09-10,OnlineTyari,EdTech,Unknown,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,Series A,2015,Low,5
2015-09-08,GuruG Learning,EdTech,Unknown,Bangalore,India Educational Investment Fund,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-09-08,ReportBee,Technology,Unknown,Chennai,India Educational Investment Fund,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-09-08,MockBank,EdTech,Unknown,Bangalore,Blume Ventures,Seed Funding,400000.0,No Remark,2015,Low,1
2015-09-07,Sahayog Dairy,Technology,Unknown,Bhopal,Acumen Fund,Private Equity,1800000.0,Series A,2015,Medium,1
2015-09-07,Zomato,Technology,Unknown,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0,Late Stage,2015,High,2
2015-09-07,Prozo,Technology,Unknown,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,No Remark,2015,Low,3
2015-09-07,YouthKiAwaaz,Technology,Unknown,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,No Remark,2015,Low,2
2015-09-04,RoomCentral,Technology,Unknown,Bangalore,Karanpal Singh,Seed Funding,2000000.0,No Remark,2015,Medium,1
2015-09-04,Blubox,Technology,Unknown,Mumbai,Ashish Jhalani,Seed Funding,100000.0,No Remark,2015,Low,1
2015-09-04,Clapsnslaps,Technology,Unknown,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,No Remark,2015,Low,1
2015-09-16,XSTOK,Technology,Unknown,Mumbai,Oliphans Capital,Seed Funding,450000.0,No Remark,2015,Low,1
2015-09-16,WedmeGood.com,Technology,Unknown,Gurgaon,Indian Angel Network,Seed Funding,410000.0,No Remark,2015,Low,1
2015-09-16,ChaiPoint,FoodTech,Unknown,Bangalore,Eight Roads Ventures,Private Equity,10000000.0,Series A,2015,Medium,1
2015-09-15,FYNE,Technology,Unknown,Bangalore,Sandeep Dama & Others,Seed Funding,1529113.0,Pre-Series A,2015,Medium,1
2015-09-15,Room on Call,Technology,Unknown,Noida,Payal Syal,Seed Funding,300000.0,No Remark,2015,Low,1
2015-09-15,Tea Trails,Technology,Unknown,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000.0,No Remark,2015,Medium,3
2015-09-15,Mubble,Technology,Unknown,Bangalore,Nandan Nilekani,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-09-15,MoEngage,Technology,Unknown,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0,Series A,2015,Medium,2
2015-09-15,Coverfox,Technology,Unknown,Mumbai,Cataraman Ventures,Private Equity,2000000.0,Part of $12M Series B funding,2015,Medium,1
2015-09-14,Ola Cabs,Transport,Unknown,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000.0,Late Stage,2015,High,4
2015-09-14,UE Life Sciences,Technology,Unknown,Unknown,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0,Series A,2015,Medium,2
2015-09-14,Shadowfax,Logistics,Unknown,Gurgaon,Eight Roads Ventures,Private Equity,9000000.0,Series A,2015,Medium,1
2015-09-14,CanvasFlip,Technology,Unknown,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0,No Remark,2015,Medium,1
2015-09-12,YatraGenie,Technology,Unknown,Hyderabad,Ash Bhardwaj,Private Equity,25795550.0,Series A,2015,High,1
2015-09-12,CredR,Technology,Unknown,Mumbai,Eight Road Ventures,Private Equity,15000000.0,Series A,2015,High,1
2015-09-11,Renomania,Technology,Unknown,New Delhi,Subodh Gupta,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-09-22,Bestdealfinance,FinTech,Unknown,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000.0,Series A,2015,Medium,2
2015-09-22,VillFarm,Technology,Unknown,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,1529113.0,No Remark,2015,Medium,4
2015-09-21,ConnectAbank,Technology,Unknown,Mumbai,Prakhar Bumb,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-09-21,LafaLafa,Technology,Unknown,Mumbai,500 Startups,Seed Funding,125000.0,thru Accelerator,2015,Low,1
2015-09-21,DishCo,Technology,Unknown,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,1529113.0,No Remark,2015,Medium,4
2015-09-21,Neotrade Analytics,Technology,Unknown,Bangalore,Rainmatter,Seed Funding,235000.0,No Remark,2015,Low,1
2015-09-21,Portea Medical,Healthcare,Unknown,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000.0,No Remark,2015,High,4
2015-09-19,DailyNinja,Logistics,Unknown,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,1529113.0,No Remark,2015,Medium,4
2015-09-18,LabStreet,Technology,Unknown,Gurgaon,Multiple investors,Seed Funding,150000.0,No Remark,2015,Low,1
2015-09-18,Briston Technomach,Technology,Unknown,New Delhi,Undisclosed,Seed Funding,150000.0,No Remark,2015,Low,1
2015-09-18,CureJoy,Technology,Unknown,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,Pre-Series A,2015,Medium,4
2015-09-18,Plabro,Real Estate,Unknown,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,No Remark,2015,Low,4
2015-09-17,Bueno,Technology,Unknown,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.0,No Remark,2015,Low,1
2015-09-17,YepMe,Fashion,Unknown,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,Series D,2015,High,2
2015-09-17,Paintcollar,Fashion,Unknown,Mumbai,Applyifi,Seed Funding,1529113.0,Bridge Funding,2015,Medium,1
2015-09-17,UniLog,Technology,Unknown,Bangalore,Kalaari Capital,Private Equity,25795550.0,No Remark,2015,High,1
2015-09-25,TravelKhana,Technology,Unknown,New Delhi,Astarc Ventures & Others,Seed Funding,1529113.0,Pre-Series A,2015,Medium,1
2015-09-24,Licious,FoodTech,Unknown,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0,No Remark,2015,Medium,2
2015-09-24,Fourth Partner Energy,Technology,Unknown,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,Series A,2015,Medium,2
2015-09-24,Capabiliti,Technology,Unknown,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,No Remark,2015,Low,5
2015-09-24,Quintype,Technology,Unknown,Bangalore,Raghav Bahl,Private Equity,3300000.0,No Remark,2015,Medium,1
